"","Spell","Rune"
"5050","Grave Injustice","Passive"
"5051","Haunt","Resentful Spirits"
"5052","Locust Swarm","Pestilence"
"5053","Spirit Walk","Healing Journey"
"5054","Soul Harvest","Siphon"
"5055","Horrify","Frightening Aspect"
"5056","Piranhas","Piranhado"
"5057","Gruesome Feast","Passive"
"5058","Spirit Vessel","Passive"
"5059","Grave Injustice","Passive"
"5060","Creeping Death","Passive"
"5061","Haunt","Resentful Spirits"
"5062","Locust Swarm","Pestilence"
"5063","Horrify","Frightening Aspect"
"5064","Spirit Walk","Jaunt"
"5065","Soul Harvest","Siphon"
"5066","Piranhas","Piranhado"
"5067","Pierce the Veil","Passive"
"5068","Spirit Vessel","Passive"
"5069","Creeping Death","Passive"
"5070","Grave Injustice","Passive"
"5071","Plague of Toads","Addling Toads"
"5072","Gargantuan","Wrathful Protector"
"5073","Spirit Walk","Jaunt"
"5074","Summon Zombie Dogs","Rabid Dogs"
"5075","Piranhas","Frozen Piranhas"
"5076","Big Bad Voodoo","Slam Dance"
"5077","Pierce the Veil","Passive"
"5078","Fierce Loyalty","Passive"
"5079","Fetish Sycophants","Passive"
"5080","Midnight Feast","Passive"
"5081","Haunt","Resentful Spirits"
"5082","Locust Swarm","Pestilence"
"5083","Spirit Walk","Jaunt"
"5084","Soul Harvest","Siphon"
"5085","Piranhas","Piranhado"
"5086","Horrify","Face of Death"
"5087","Pierce the Veil","Passive"
"5088","Creeping Death","Passive"
"5089","Grave Injustice","Passive"
"5090","Spirit Vessel","Passive"
"5091","Plague of Toads","Rain of Toads"
"5092","Spirit Walk","Jaunt"
"5093","Piranhas","Piranhado"
"5094","Summon Zombie Dogs","Leeching Beasts"
"5095","Big Bad Voodoo","Slam Dance"
"5096","Fetish Army","Legion of Daggers"
"5097","Pierce the Veil","Passive"
"5098","Spirit Vessel","Passive"
"5099","Grave Injustice","Passive"
"5100","Fetish Sycophants","Passive"
"5101","Haunt","Resentful Spirits"
"5102","Piranhas","Piranhado"
"5103","Spirit Walk","Jaunt"
"5104","Soul Harvest","Siphon"
"5105","Locust Swarm","Pestilence"
"5106","Horrify","Frightening Aspect"
"5107","Spirit Vessel","Passive"
"5108","Creeping Death","Passive"
"5109","Gruesome Feast","Passive"
"5110","Grave Injustice","Passive"
"5111","Plague of Toads","Rain of Toads"
"5112","Piranhas","Frozen Piranhas"
"5113","Spirit Walk","Jaunt"
"5114","Summon Zombie Dogs","Leeching Beasts"
"5115","Big Bad Voodoo","Slam Dance"
"5116","Fetish Army","Legion of Daggers"
"5117","Spirit Vessel","Passive"
"5118","Gruesome Feast","Passive"
"5119","Fierce Loyalty","Passive"
"5120","Pierce the Veil","Passive"
"5121","Plague of Toads","Rain of Toads"
"5122","Summon Zombie Dogs","Life Link"
"5123","Big Bad Voodoo","Slam Dance"
"5124","Fetish Army","Legion of Daggers"
"5125","Spirit Walk","Jaunt"
"5126","Piranhas","Piranhado"
"5127","Fetish Sycophants","Passive"
"5128","Gruesome Feast","Passive"
"5129","Pierce the Veil","Passive"
"5130","Grave Injustice","Passive"
"5131","Piranhas","Piranhado"
"5132","Spirit Walk","Jaunt"
"5133","Horrify","Face of Death"
"5134","Fetish Army","Legion of Daggers"
"5135","Big Bad Voodoo","Slam Dance"
"5136","Mass Confusion","Paranoia"
"5137","Tribal Rites","Passive"
"5138","Spirit Vessel","Passive"
"5139","Creeping Death","Passive"
"5140","Grave Injustice","Passive"
"5141","Plague of Toads","Addling Toads"
"5142","Piranhas","Piranhado"
"5143","Summon Zombie Dogs","Burning Dogs"
"5144","Fetish Army","Legion of Daggers"
"5145","Spirit Walk","Jaunt"
"5146","Big Bad Voodoo","Slam Dance"
"5147","Pierce the Veil","Passive"
"5148","Fetish Sycophants","Passive"
"5149","Fierce Loyalty","Passive"
"5150","Grave Injustice","Passive"
"5151","Haunt","Resentful Spirits"
"5152","Locust Swarm","Searing Locusts"
"5153","Summon Zombie Dogs","Life Link"
"5154","Soul Harvest","Siphon"
"5155","Spirit Walk","Jaunt"
"5156","Piranhas","Piranhado"
"5157","Creeping Death","Passive"
"5158","Spirit Vessel","Passive"
"5159","Gruesome Feast","Passive"
"5160","Grave Injustice","Passive"
"5161","Haunt","Resentful Spirits"
"5162","Locust Swarm","Pestilence"
"5163","Horrify","Frightening Aspect"
"5164","Soul Harvest","Siphon"
"5165","Spirit Walk","Jaunt"
"5166","Piranhas","Piranhado"
"5167","Creeping Death","Passive"
"5168","Grave Injustice","Passive"
"5169","Gruesome Feast","Passive"
"5170","Spirit Vessel","Passive"
"5171","Haunt","Resentful Spirits"
"5172","Locust Swarm","Pestilence"
"5173","Soul Harvest","Vengeful Spirit"
"5174","Spirit Walk","Healing Journey"
"5175","Summon Zombie Dogs","Leeching Beasts"
"5176","Piranhas","Piranhado"
"5177","Grave Injustice","Passive"
"5178","Spirit Vessel","Passive"
"5179","Pierce the Veil","Passive"
"5180","Creeping Death","Passive"
"5181","Haunt","Resentful Spirits"
"5182","Piranhas","Piranhado"
"5183","Spirit Walk","Jaunt"
"5184","Locust Swarm","Pestilence"
"5185","Soul Harvest","Siphon"
"5186","Horrify","Frightening Aspect"
"5187","Pierce the Veil","Passive"
"5188","Creeping Death","Passive"
"5189","Grave Injustice","Passive"
"5190","Gruesome Feast","Passive"
"5191","Fetish Army","Head Hunters"
"5192","Mass Confusion","Paranoia"
"5193","Piranhas","Piranhado"
"5194","Horrify","Face of Death"
"5195","Big Bad Voodoo","Slam Dance"
"5196","Spirit Walk","Healing Journey"
"5197","Tribal Rites","Passive"
"5198","Grave Injustice","Passive"
"5199","Jungle Fortitude","Passive"
"5200","Spirit Vessel","Passive"
"5201","Plague of Toads","Rain of Toads"
"5202","Big Bad Voodoo","Slam Dance"
"5203","Spirit Walk","Jaunt"
"5204","Piranhas","Piranhado"
"5205","Fetish Army","Legion of Daggers"
"5206","Summon Zombie Dogs","Life Link"
"5207","Tribal Rites","Passive"
"5208","Pierce the Veil","Passive"
"5209","Fierce Loyalty","Passive"
"5210","Fetish Sycophants","Passive"
"5211","Haunt","Resentful Spirits"
"5212","Piranhas","Piranhado"
"5213","Spirit Walk","Jaunt"
"5214","Horrify","Face of Death"
"5215","Locust Swarm","Pestilence"
"5216","Soul Harvest","Siphon"
"5217","Spirit Vessel","Passive"
"5218","Grave Injustice","Passive"
"5219","Creeping Death","Passive"
"5220","Pierce the Veil","Passive"
"5221","Plague of Toads","Rain of Toads"
"5222","Fetish Army","Legion of Daggers"
"5223","Spirit Walk","Jaunt"
"5224","Sacrifice","Provoke the Pack"
"5225","Big Bad Voodoo","Slam Dance"
"5226","Horrify","Face of Death"
"5227","Fierce Loyalty","Passive"
"5228","Fetish Sycophants","Passive"
"5229","Pierce the Veil","Passive"
"5230","Spirit Vessel","Passive"
"5231","Haunt","Resentful Spirits"
"5232","Locust Swarm","Searing Locusts"
"5233","Horrify","Stalker"
"5234","Piranhas","Piranhado"
"5235","Soul Harvest","Siphon"
"5236","Spirit Walk","Jaunt"
"5237","Spirit Vessel","Passive"
"5238","Creeping Death","Passive"
"5239","Grave Injustice","Passive"
"5240","Pierce the Veil","Passive"
"5241","Piranhas","Frozen Piranhas"
"5242","Gargantuan","Wrathful Protector"
"5243","Spirit Walk","Healing Journey"
"5244","Fetish Army","Tiki Torchers"
"5245","Big Bad Voodoo","Slam Dance"
"5246","Summon Zombie Dogs","Burning Dogs"
"5247","Fierce Loyalty","Passive"
"5248","Spirit Vessel","Passive"
"5249","Pierce the Veil","Passive"
"5250","Grave Injustice","Passive"
"5251","Locust Swarm","Pestilence"
"5252","Haunt","Resentful Spirits"
"5253","Spirit Walk","Jaunt"
"5254","Soul Harvest","Siphon"
"5255","Piranhas","Piranhado"
"5256","Horrify","Stalker"
"5257","Pierce the Veil","Passive"
"5258","Grave Injustice","Passive"
"5259","Spirit Vessel","Passive"
"5260","Creeping Death","Passive"
"5261","Plague of Toads","Rain of Toads"
"5262","Big Bad Voodoo","Slam Dance"
"5263","Fetish Army","Legion of Daggers"
"5264","Spirit Walk","Jaunt"
"5265","Gargantuan","Wrathful Protector"
"5266","Summon Zombie Dogs","Life Link"
"5267","Tribal Rites","Passive"
"5268","Fetish Sycophants","Passive"
"5269","Pierce the Veil","Passive"
"5270","Jungle Fortitude","Passive"
"5271","Haunt","Resentful Spirits"
"5272","Locust Swarm","Pestilence"
"5273","Spirit Walk","Jaunt"
"5274","Piranhas","Piranhado"
"5275","Horrify","Frightening Aspect"
"5276","Soul Harvest","Siphon"
"5277","Gruesome Feast","Passive"
"5278","Spirit Vessel","Passive"
"5279","Grave Injustice","Passive"
"5280","Creeping Death","Passive"
"5281","Locust Swarm","Pestilence"
"5282","Haunt","Resentful Spirits"
"5283","Piranhas","Piranhado"
"5284","Soul Harvest","Siphon"
"5285","Spirit Walk","Jaunt"
"5286","Horrify","Frightening Aspect"
"5287","Creeping Death","Passive"
"5288","Pierce the Veil","Passive"
"5289","Grave Injustice","Passive"
"5290","Spirit Vessel","Passive"
"5291","Mass Confusion","Paranoia"
"5292","Horrify","Face of Death"
"5293","Fetish Army","Legion of Daggers"
"5294","Piranhas","Piranhado"
"5295","Spirit Walk","Jaunt"
"5296","Big Bad Voodoo","Slam Dance"
"5297","Jungle Fortitude","Passive"
"5298","Zombie Handler","Passive"
"5299","Spirit Vessel","Passive"
"5300","Tribal Rites","Passive"
"5301","Plague of Toads","Rain of Toads"
"5302","Summon Zombie Dogs","Burning Dogs"
"5303","Fetish Army","Legion of Daggers"
"5304","Piranhas","Piranhado"
"5305","Spirit Walk","Jaunt"
"5306","Big Bad Voodoo","Slam Dance"
"5307","Fetish Sycophants","Passive"
"5308","Fierce Loyalty","Passive"
"5309","Grave Injustice","Passive"
"5310","Pierce the Veil","Passive"
"5311","Piranhas","Frozen Piranhas"
"5312","Gargantuan","Wrathful Protector"
"5313","Fetish Army","Tiki Torchers"
"5314","Spirit Walk","Jaunt"
"5315","Big Bad Voodoo","Slam Dance"
"5316","Summon Zombie Dogs","Burning Dogs"
"5317","Zombie Handler","Passive"
"5318","Midnight Feast","Passive"
"5319","Fierce Loyalty","Passive"
"5320","Gruesome Feast","Passive"
"5321","Plague of Toads","Rain of Toads"
"5322","Piranhas","Piranhado"
"5323","Spirit Walk","Jaunt"
"5324","Summon Zombie Dogs","Burning Dogs"
"5325","Big Bad Voodoo","Slam Dance"
"5326","Fetish Army","Tiki Torchers"
"5327","Fetish Sycophants","Passive"
"5328","Midnight Feast","Passive"
"5329","Spirit Vessel","Passive"
"5330","Gruesome Feast","Passive"
"5331","Haunt","Lingering Spirit"
"5332","Horrify","Ruthless Terror"
"5333","Spirit Walk","Jaunt"
"5334","Soul Harvest","Siphon"
"5335","Locust Swarm","Devouring Swarm"
"5336","Piranhas","Piranhado"
"5337","Spirit Vessel","Passive"
"5338","Grave Injustice","Passive"
"5339","Pierce the Veil","Passive"
"5340","Creeping Death","Passive"
"5341","Haunt","Resentful Spirits"
"5342","Hex","Jinx"
"5343","Spirit Walk","Jaunt"
"5344","Soul Harvest","Siphon"
"5345","Piranhas","Piranhado"
"5346","Horrify","Frightening Aspect"
"5347","Grave Injustice","Passive"
"5348","Creeping Death","Passive"
"5349","Spirit Vessel","Passive"
"5350","Pierce the Veil","Passive"
"5351","Plague of Toads","Rain of Toads"
"5352","Horrify","Face of Death"
"5353","Spirit Walk","Jaunt"
"5354","Big Bad Voodoo","Slam Dance"
"5355","Fetish Army","Legion of Daggers"
"5356","Sacrifice","Provoke the Pack"
"5357","Gruesome Feast","Passive"
"5358","Pierce the Veil","Passive"
"5359","Fetish Sycophants","Passive"
"5360","Spirit Vessel","Passive"
"5361","Plague of Toads","Rain of Toads"
"5362","Horrify","Face of Death"
"5363","Spirit Walk","Jaunt"
"5364","Fetish Army","Legion of Daggers"
"5365","Big Bad Voodoo","Slam Dance"
"5366","Sacrifice","Provoke the Pack"
"5367","Fetish Sycophants","Passive"
"5368","Grave Injustice","Passive"
"5369","Pierce the Veil","Passive"
"5370","Spirit Vessel","Passive"
"5371","Plague of Toads","Rain of Toads"
"5372","Piranhas","Frozen Piranhas"
"5373","Spirit Walk","Jaunt"
"5374","Summon Zombie Dogs","Rabid Dogs"
"5375","Big Bad Voodoo","Slam Dance"
"5376","Fetish Army","Legion of Daggers"
"5377","Zombie Handler","Passive"
"5378","Midnight Feast","Passive"
"5379","Fetish Sycophants","Passive"
"5380","Pierce the Veil","Passive"
"5381","Fetish Army","Legion of Daggers"
"5382","Piranhas","Piranhado"
"5383","Spirit Walk","Jaunt"
"5384","Big Bad Voodoo","Slam Dance"
"5385","Mass Confusion","Paranoia"
"5386","Horrify","Face of Death"
"5387","Jungle Fortitude","Passive"
"5388","Tribal Rites","Passive"
"5389","Creeping Death","Passive"
"5390","Spirit Vessel","Passive"
"5391","Piranhas","Piranhado"
"5392","Horrify","Face of Death"
"5393","Spirit Walk","Jaunt"
"5394","Mass Confusion","Paranoia"
"5395","Fetish Army","Legion of Daggers"
"5396","Big Bad Voodoo","Slam Dance"
"5397","Jungle Fortitude","Passive"
"5398","Creeping Death","Passive"
"5399","Spirit Vessel","Passive"
"5400","Grave Injustice","Passive"
"5401","Mass Confusion","Paranoia"
"5402","Horrify","Face of Death"
"5403","Piranhas","Piranhado"
"5404","Spirit Walk","Jaunt"
"5405","Fetish Army","Legion of Daggers"
"5406","Big Bad Voodoo","Slam Dance"
"5407","Spirit Vessel","Passive"
"5408","Creeping Death","Passive"
"5409","Tribal Rites","Passive"
"5410","Grave Injustice","Passive"
"5411","Big Bad Voodoo","Slam Dance"
"5412","Piranhas","Piranhado"
"5413","Spirit Walk","Jaunt"
"5414","Horrify","Face of Death"
"5415","Mass Confusion","Paranoia"
"5416","Fetish Army","Legion of Daggers"
"5417","Spirit Vessel","Passive"
"5418","Jungle Fortitude","Passive"
"5419","Grave Injustice","Passive"
"5420","Tribal Rites","Passive"
"5421","Piranhas","Frozen Piranhas"
"5422","Summon Zombie Dogs","Burning Dogs"
"5423","Spirit Walk","Healing Journey"
"5424","Fetish Army","Tiki Torchers"
"5425","Hex","Jinx"
"5426","Big Bad Voodoo","Slam Dance"
"5427","Pierce the Veil","Passive"
"5428","Jungle Fortitude","Passive"
"5429","Gruesome Feast","Passive"
"5430","Grave Injustice","Passive"
"5431","Corpse Spiders","Blazing Spiders"
"5432","Big Bad Voodoo","Slam Dance"
"5433","Spirit Walk","Jaunt"
"5434","Piranhas","Piranhado"
"5435","Fetish Army","Legion of Daggers"
"5436","Summon Zombie Dogs","Burning Dogs"
"5437","Fierce Loyalty","Passive"
"5438","Fetish Sycophants","Passive"
"5439","Gruesome Feast","Passive"
"5440","Pierce the Veil","Passive"
"5441","Plague of Toads","Rain of Toads"
"5442","Piranhas","Piranhado"
"5443","Spirit Walk","Jaunt"
"5444","Horrify","Stalker"
"5445","Fetish Army","Legion of Daggers"
"5446","Big Bad Voodoo","Slam Dance"
"5447","Pierce the Veil","Passive"
"5448","Fetish Sycophants","Passive"
"5449","Grave Injustice","Passive"
"5450","Spirit Vessel","Passive"
"5451","Haunt","Lingering Spirit"
"5452","Locust Swarm","Pestilence"
"5453","Spirit Walk","Jaunt"
"5454","Soul Harvest","Siphon"
"5455","Piranhas","Piranhado"
"5456","Horrify","Ruthless Terror"
"5457","Pierce the Veil","Passive"
"5458","Gruesome Feast","Passive"
"5459","Grave Injustice","Passive"
"5460","Creeping Death","Passive"
"5461","Haunt","Resentful Spirits"
"5462","Locust Swarm","Pestilence"
"5463","Piranhas","Piranhado"
"5464","Horrify","Frightening Aspect"
"5465","Spirit Walk","Jaunt"
"5466","Soul Harvest","Siphon"
"5467","Spirit Vessel","Passive"
"5468","Gruesome Feast","Passive"
"5469","Grave Injustice","Passive"
"5470","Pierce the Veil","Passive"
"5471","Haunt","Resentful Spirits"
"5472","Piranhas","Piranhado"
"5473","Spirit Walk","Jaunt"
"5474","Soul Harvest","Siphon"
"5475","Horrify","Frightening Aspect"
"5476","Locust Swarm","Devouring Swarm"
"5477","Spirit Vessel","Passive"
"5478","Grave Injustice","Passive"
"5479","Creeping Death","Passive"
"5480","Pierce the Veil","Passive"
"5481","Plague of Toads","Rain of Toads"
"5482","Horrify","Face of Death"
"5483","Spirit Walk","Jaunt"
"5484","Fetish Army","Legion of Daggers"
"5485","Sacrifice","Provoke the Pack"
"5486","Big Bad Voodoo","Slam Dance"
"5487","Spirit Vessel","Passive"
"5488","Gruesome Feast","Passive"
"5489","Pierce the Veil","Passive"
"5490","Fetish Sycophants","Passive"
"5491","Plague of Toads","Rain of Toads"
"5492","Piranhas","Frozen Piranhas"
"5493","Spirit Walk","Jaunt"
"5494","Mass Confusion","Paranoia"
"5495","Big Bad Voodoo","Slam Dance"
"5496","Fetish Army","Legion of Daggers"
"5497","Spirit Vessel","Passive"
"5498","Gruesome Feast","Passive"
"5499","Pierce the Veil","Passive"
"5500","Fetish Sycophants","Passive"
"5501","Haunt","Resentful Spirits"
"5502","Piranhas","Piranhado"
"5503","Spirit Walk","Jaunt"
"5504","Soul Harvest","Siphon"
"5505","Locust Swarm","Pestilence"
"5506","Horrify","Frightening Aspect"
"5507","Creeping Death","Passive"
"5508","Pierce the Veil","Passive"
"5509","Spirit Vessel","Passive"
"5510","Grave Injustice","Passive"
"5511","Plague of Toads","Rain of Toads"
"5512","Spirit Walk","Jaunt"
"5513","Summon Zombie Dogs","Leeching Beasts"
"5514","Piranhas","Piranhado"
"5515","Big Bad Voodoo","Slam Dance"
"5516","Fetish Army","Head Hunters"
"5517","Pierce the Veil","Passive"
"5518","Midnight Feast","Passive"
"5519","Fierce Loyalty","Passive"
"5520","Grave Injustice","Passive"
"5521","Haunt","Resentful Spirits"
"5522","Piranhas","Piranhado"
"5523","Spirit Walk","Jaunt"
"5524","Locust Swarm","Devouring Swarm"
"5525","Horrify","Face of Death"
"5526","Soul Harvest","Siphon"
"5527","Pierce the Veil","Passive"
"5528","Spirit Vessel","Passive"
"5529","Grave Injustice","Passive"
"5530","Creeping Death","Passive"
"5531","Plague of Toads","Rain of Toads"
"5532","Big Bad Voodoo","Slam Dance"
"5533","Spirit Walk","Jaunt"
"5534","Summon Zombie Dogs","Leeching Beasts"
"5535","Fetish Army","Legion of Daggers"
"5536","Piranhas","Piranhado"
"5537","Tribal Rites","Passive"
"5538","Pierce the Veil","Passive"
"5539","Grave Injustice","Passive"
"5540","Fetish Sycophants","Passive"
"5541","Haunt","Resentful Spirits"
"5542","Piranhas","Piranhado"
"5543","Locust Swarm","Pestilence"
"5544","Soul Harvest","Vengeful Spirit"
"5545","Spirit Walk","Jaunt"
"5546","Summon Zombie Dogs","Leeching Beasts"
"5547","Creeping Death","Passive"
"5548","Pierce the Veil","Passive"
"5549","Spirit Vessel","Passive"
"5550","Grave Injustice","Passive"
"5551","Mass Confusion","Paranoia"
"5552","Big Bad Voodoo","Slam Dance"
"5553","Spirit Walk","Jaunt"
"5554","Horrify","Face of Death"
"5555","Piranhas","Piranhado"
"5556","Fetish Army","Legion of Daggers"
"5557","Jungle Fortitude","Passive"
"5558","Spirit Vessel","Passive"
"5559","Grave Injustice","Passive"
"5560","Tribal Rites","Passive"
"5561","Corpse Spiders","Widowmakers"
"5562","Sacrifice","Provoke the Pack"
"5563","Big Bad Voodoo","Slam Dance"
"5564","Fetish Army","Legion of Daggers"
"5565","Spirit Walk","Jaunt"
"5566","Horrify","Face of Death"
"5567","Fierce Loyalty","Passive"
"5568","Pierce the Veil","Passive"
"5569","Spirit Vessel","Passive"
"5570","Gruesome Feast","Passive"
"5571","Locust Swarm","Pestilence"
"5572","Haunt","Resentful Spirits"
"5573","Horrify","Face of Death"
"5574","Soul Harvest","Vengeful Spirit"
"5575","Piranhas","Piranhado"
"5576","Spirit Walk","Jaunt"
"5577","Grave Injustice","Passive"
"5578","Creeping Death","Passive"
"5579","Spirit Vessel","Passive"
"5580","Gruesome Feast","Passive"
"5581",NA,NA
"5582",NA,NA
"5583",NA,NA
"5584",NA,NA
"5585",NA,NA
"5586",NA,NA
"5587",NA,NA
"5588",NA,NA
"5589",NA,NA
"5590",NA,NA
"5591","Haunt","Resentful Spirits"
"5592","Piranhas","Piranhado"
"5593","Spirit Walk","Jaunt"
"5594","Soul Harvest","Siphon"
"5595","Locust Swarm","Pestilence"
"5596","Horrify","Frightening Aspect"
"5597","Grave Injustice","Passive"
"5598","Pierce the Veil","Passive"
"5599","Creeping Death","Passive"
"5600","Spirit Vessel","Passive"
"5601","Mass Confusion","Paranoia"
"5602","Piranhas","Piranhado"
"5603","Spirit Walk","Healing Journey"
"5604","Horrify","Face of Death"
"5605","Fetish Army","Legion of Daggers"
"5606","Big Bad Voodoo","Slam Dance"
"5607","Tribal Rites","Passive"
"5608","Creeping Death","Passive"
"5609","Spirit Vessel","Passive"
"5610","Grave Injustice","Passive"
"5611","Plague of Toads","Rain of Toads"
"5612","Piranhas","Wave of Mutilation"
"5613","Big Bad Voodoo","Slam Dance"
"5614","Spirit Walk","Jaunt"
"5615","Fetish Army","Head Hunters"
"5616","Summon Zombie Dogs","Rabid Dogs"
"5617","Zombie Handler","Passive"
"5618","Fetish Sycophants","Passive"
"5619","Spirit Vessel","Passive"
"5620","Midnight Feast","Passive"
"5621","Plague of Toads","Explosive Toads"
"5622","Gargantuan","Wrathful Protector"
"5623","Summon Zombie Dogs","Burning Dogs"
"5624","Fetish Army","Tiki Torchers"
"5625","Spirit Walk","Jaunt"
"5626","Big Bad Voodoo","Slam Dance"
"5627","Fetish Sycophants","Passive"
"5628","Spirit Vessel","Passive"
"5629","Midnight Feast","Passive"
"5630","Pierce the Veil","Passive"
"5631","Haunt","Resentful Spirits"
"5632","Locust Swarm","Pestilence"
"5633","Spirit Walk","Honored Guest"
"5634","Soul Harvest","Siphon"
"5635","Piranhas","Piranhado"
"5636","Horrify","Face of Death"
"5637","Creeping Death","Passive"
"5638","Grave Injustice","Passive"
"5639","Spirit Vessel","Passive"
"5640","Pierce the Veil","Passive"
"5641","Plague of Toads","Rain of Toads"
"5642","Acid Cloud","Lob Blob Bomb"
"5643","Spirit Walk","Jaunt"
"5644","Soul Harvest","Swallow Your Soul"
"5645","Big Bad Voodoo","Slam Dance"
"5646","Fetish Army","Legion of Daggers"
"5647","Pierce the Veil","Passive"
"5648","Spirit Vessel","Passive"
"5649","Fetish Sycophants","Passive"
"5650","Gruesome Feast","Passive"
"5651","Mass Confusion","Paranoia"
"5652","Horrify","Stalker"
"5653","Big Bad Voodoo","Slam Dance"
"5654","Piranhas","Piranhado"
"5655","Fetish Army","Legion of Daggers"
"5656","Spirit Walk","Jaunt"
"5657","Spirit Vessel","Passive"
"5658","Tribal Rites","Passive"
"5659","Grave Injustice","Passive"
