"","Spell","Rune"
"6132","Horrify","Frightening Aspect"
"6133","Spirit Walk","Honored Guest"
"6134","Soul Harvest","Languish"
"6135","Locust Swarm","Pestilence"
"6136","Piranhas","Piranhado"
"6137","Spirit Vessel","Passive"
"6138","Pierce the Veil","Passive"
"6139","Grave Injustice","Passive"
"6140","Creeping Death","Passive"
"6141","Plague of Toads","Rain of Toads"
"6142","Sacrifice","Provoke the Pack"
"6143","Spirit Walk","Jaunt"
"6144","Fetish Army","Legion of Daggers"
"6145","Summon Zombie Dogs","Final Gift"
"6146","Big Bad Voodoo","Boogie Man"
"6147","Jungle Fortitude","Passive"
"6148","Fetish Sycophants","Passive"
"6149","Pierce the Veil","Passive"
"6150","Gruesome Feast","Passive"
"6151","Plague of Toads","Rain of Toads"
"6152","Big Bad Voodoo","Slam Dance"
"6153","Spirit Walk","Jaunt"
"6154","Piranhas","Piranhado"
"6155","Summon Zombie Dogs","Life Link"
"6156","Fetish Army","Legion of Daggers"
"6157","Pierce the Veil","Passive"
"6158","Midnight Feast","Passive"
"6159","Fetish Sycophants","Passive"
"6160","Grave Injustice","Passive"
"6161","Haunt","Resentful Spirits"
"6162","Piranhas","Piranhado"
"6163","Horrify","Frightening Aspect"
"6164","Spirit Walk","Jaunt"
"6165","Soul Harvest","Siphon"
"6166","Locust Swarm","Pestilence"
"6167","Grave Injustice","Passive"
"6168","Spirit Vessel","Passive"
"6169","Pierce the Veil","Passive"
"6170","Creeping Death","Passive"
"6171","Haunt","Lingering Spirit"
"6172","Soul Harvest","Siphon"
"6173","Spirit Walk","Jaunt"
"6174","Locust Swarm","Devouring Swarm"
"6175","Piranhas","Piranhado"
"6176","Horrify","Face of Death"
"6177","Creeping Death","Passive"
"6178","Pierce the Veil","Passive"
"6179","Gruesome Feast","Passive"
"6180","Spirit Vessel","Passive"
"6181","Plague of Toads","Rain of Toads"
"6182","Piranhas","Piranhado"
"6183","Gargantuan","Restless Giant"
"6184","Spirit Walk","Jaunt"
"6185","Fetish Army","Legion of Daggers"
"6186","Big Bad Voodoo","Slam Dance"
"6187","Spirit Vessel","Passive"
"6188","Gruesome Feast","Passive"
"6189","Pierce the Veil","Passive"
"6190","Fetish Sycophants","Passive"
"6191","Haunt","Poisoned Spirit"
"6192","Locust Swarm","Pestilence"
"6193","Spirit Walk","Honored Guest"
"6194","Horrify","Stalker"
"6195","Soul Harvest","Siphon"
"6196","Piranhas","Piranhado"
"6197","Gruesome Feast","Passive"
"6198","Spirit Vessel","Passive"
"6199","Pierce the Veil","Passive"
"6200","Creeping Death","Passive"
"6201","Haunt","Resentful Spirits"
"6202","Locust Swarm","Pestilence"
"6203","Piranhas","Piranhado"
"6204","Soul Harvest","Siphon"
"6205","Spirit Walk","Jaunt"
"6206","Summon Zombie Dogs","Life Link"
"6207","Grave Injustice","Passive"
"6208","Pierce the Veil","Passive"
"6209","Spirit Vessel","Passive"
"6210","Creeping Death","Passive"
"6211","Piranhas","Frozen Piranhas"
"6212","Plague of Toads","Rain of Toads"
"6213","Spirit Walk","Jaunt"
"6214","Summon Zombie Dogs","Rabid Dogs"
"6215","Fetish Army","Legion of Daggers"
"6216","Big Bad Voodoo","Slam Dance"
"6217","Pierce the Veil","Passive"
"6218","Fetish Sycophants","Passive"
"6219","Spirit Vessel","Passive"
"6220","Jungle Fortitude","Passive"
"6221","Fetish Army","Legion of Daggers"
"6222","Piranhas","Piranhado"
"6223","Spirit Walk","Jaunt"
"6224","Mass Confusion","Paranoia"
"6225","Big Bad Voodoo","Slam Dance"
"6226","Horrify","Face of Death"
"6227","Jungle Fortitude","Passive"
"6228","Grave Injustice","Passive"
"6229","Spirit Vessel","Passive"
"6230","Tribal Rites","Passive"
"6231","Plague of Toads","Rain of Toads"
"6232","Spirit Walk","Jaunt"
"6233","Big Bad Voodoo","Slam Dance"
"6234","Piranhas","Piranhado"
"6235","Fetish Army","Legion of Daggers"
"6236","Horrify","Face of Death"
"6237","Grave Injustice","Passive"
"6238","Spirit Vessel","Passive"
"6239","Tribal Rites","Passive"
"6240","Creeping Death","Passive"
"6241","Haunt","Poisoned Spirit"
"6242","Locust Swarm","Pestilence"
"6243","Spirit Walk","Jaunt"
"6244","Soul Harvest","Siphon"
"6245","Piranhas","Piranhado"
"6246","Summon Zombie Dogs","Leeching Beasts"
"6247","Zombie Handler","Passive"
"6248","Pierce the Veil","Passive"
"6249","Creeping Death","Passive"
"6250","Spirit Vessel","Passive"
"6251","Haunt","Resentful Spirits"
"6252","Locust Swarm","Devouring Swarm"
"6253","Piranhas","Piranhado"
"6254","Spirit Walk","Jaunt"
"6255","Soul Harvest","Siphon"
"6256","Horrify","Frightening Aspect"
"6257","Spirit Vessel","Passive"
"6258","Grave Injustice","Passive"
"6259","Creeping Death","Passive"
"6260","Pierce the Veil","Passive"
"6261","Plague of Toads","Rain of Toads"
"6262","Spirit Walk","Jaunt"
"6263","Big Bad Voodoo","Slam Dance"
"6264","Piranhas","Wave of Mutilation"
"6265","Summon Zombie Dogs","Leeching Beasts"
"6266","Fetish Army","Legion of Daggers"
"6267","Fierce Loyalty","Passive"
"6268","Pierce the Veil","Passive"
"6269","Spirit Vessel","Passive"
"6270","Fetish Sycophants","Passive"
"6271","Plague of Toads","Rain of Toads"
"6272","Piranhas","Piranhado"
"6273","Spirit Walk","Jaunt"
"6274","Summon Zombie Dogs","Leeching Beasts"
"6275","Fetish Army","Legion of Daggers"
"6276","Big Bad Voodoo","Slam Dance"
"6277","Pierce the Veil","Passive"
"6278","Midnight Feast","Passive"
"6279","Grave Injustice","Passive"
"6280","Fetish Sycophants","Passive"
"6281","Plague of Toads","Rain of Toads"
"6282","Sacrifice","Provoke the Pack"
"6283","Fetish Army","Legion of Daggers"
"6284","Horrify","Face of Death"
"6285","Big Bad Voodoo","Slam Dance"
"6286","Spirit Walk","Jaunt"
"6287","Grave Injustice","Passive"
"6288","Spirit Vessel","Passive"
"6289","Fetish Sycophants","Passive"
"6290","Pierce the Veil","Passive"
"6291","Haunt","Poisoned Spirit"
"6292","Locust Swarm","Pestilence"
"6293","Soul Harvest","Siphon"
"6294","Spirit Walk","Jaunt"
"6295","Piranhas","Piranhado"
"6296","Horrify","Frightening Aspect"
"6297","Spirit Vessel","Passive"
"6298","Grave Injustice","Passive"
"6299","Creeping Death","Passive"
"6300","Pierce the Veil","Passive"
"6301","Haunt","Resentful Spirits"
"6302","Spirit Walk","Jaunt"
"6303","Soul Harvest","Siphon"
"6304","Piranhas","Piranhado"
"6305","Locust Swarm","Pestilence"
"6306","Horrify","Frightening Aspect"
"6307","Grave Injustice","Passive"
"6308","Spirit Vessel","Passive"
"6309","Creeping Death","Passive"
"6310","Pierce the Veil","Passive"
"6311","Locust Swarm","Pestilence"
"6312","Haunt","Resentful Spirits"
"6313","Spirit Walk","Jaunt"
"6314","Horrify","Stalker"
"6315","Soul Harvest","Siphon"
"6316","Piranhas","Piranhado"
"6317","Spirit Vessel","Passive"
"6318","Pierce the Veil","Passive"
"6319","Grave Injustice","Passive"
"6320","Creeping Death","Passive"
"6321","Haunt","Poisoned Spirit"
"6322","Locust Swarm","Pestilence"
"6323","Spirit Walk","Jaunt"
"6324","Horrify","Stalker"
"6325","Piranhas","Piranhado"
"6326","Soul Harvest","Vengeful Spirit"
"6327","Spirit Vessel","Passive"
"6328","Grave Injustice","Passive"
"6329","Creeping Death","Passive"
"6330","Pierce the Veil","Passive"
"6331","Locust Swarm","Pestilence"
"6332","Haunt","Resentful Spirits"
"6333","Spirit Walk","Jaunt"
"6334","Piranhas","Piranhado"
"6335","Soul Harvest","Siphon"
"6336","Horrify","Stalker"
"6337","Grave Injustice","Passive"
"6338","Creeping Death","Passive"
"6339","Gruesome Feast","Passive"
"6340","Spirit Vessel","Passive"
"6341","Haunt","Lingering Spirit"
"6342","Locust Swarm","Pestilence"
"6343","Piranhas","Piranhado"
"6344","Spirit Walk","Jaunt"
"6345","Horrify","Frightening Aspect"
"6346","Soul Harvest","Siphon"
"6347","Grave Injustice","Passive"
"6348","Pierce the Veil","Passive"
"6349","Spirit Vessel","Passive"
"6350","Creeping Death","Passive"
"6351","Plague of Toads","Rain of Toads"
"6352","Fetish Army","Legion of Daggers"
"6353","Sacrifice","Provoke the Pack"
"6354","Big Bad Voodoo","Slam Dance"
"6355","Horrify","Face of Death"
"6356","Summon Zombie Dogs","Final Gift"
"6357","Fierce Loyalty","Passive"
"6358","Pierce the Veil","Passive"
"6359","Fetish Sycophants","Passive"
"6360","Spirit Vessel","Passive"
"6361","Haunt","Poisoned Spirit"
"6362","Piranhas","Piranhado"
"6363","Spirit Walk","Jaunt"
"6364","Soul Harvest","Vengeful Spirit"
"6365","Locust Swarm","Pestilence"
"6366","Horrify","Frightening Aspect"
"6367","Creeping Death","Passive"
"6368","Pierce the Veil","Passive"
"6369","Spirit Vessel","Passive"
"6370","Grave Injustice","Passive"
"6371","Haunt","Poisoned Spirit"
"6372","Piranhas","Piranhado"
"6373","Spirit Walk","Jaunt"
"6374","Soul Harvest","Siphon"
"6375","Locust Swarm","Pestilence"
"6376","Horrify","Face of Death"
"6377","Creeping Death","Passive"
"6378","Spirit Vessel","Passive"
"6379","Grave Injustice","Passive"
"6380","Gruesome Feast","Passive"
"6381","Haunt","Poisoned Spirit"
"6382","Spirit Walk","Jaunt"
"6383","Locust Swarm","Pestilence"
"6384","Horrify","Frightening Aspect"
"6385","Piranhas","Piranhado"
"6386","Soul Harvest","Siphon"
"6387","Creeping Death","Passive"
"6388","Pierce the Veil","Passive"
"6389","Spirit Vessel","Passive"
"6390","Grave Injustice","Passive"
"6391","Plague of Toads","Rain of Toads"
"6392","Sacrifice","Provoke the Pack"
"6393","Spirit Walk","Jaunt"
"6394","Horrify","Face of Death"
"6395","Fetish Army","Legion of Daggers"
"6396","Big Bad Voodoo","Slam Dance"
"6397","Pierce the Veil","Passive"
"6398","Midnight Feast","Passive"
"6399","Fetish Sycophants","Passive"
"6400","Spirit Vessel","Passive"
"6401","Plague of Toads","Rain of Toads"
"6402","Sacrifice","Provoke the Pack"
"6403","Spirit Walk","Jaunt"
"6404","Horrify","Face of Death"
"6405","Fetish Army","Legion of Daggers"
"6406","Big Bad Voodoo","Slam Dance"
"6407","Gruesome Feast","Passive"
"6408","Pierce the Veil","Passive"
"6409","Fierce Loyalty","Passive"
"6410","Grave Injustice","Passive"
"6411","Acid Cloud","Acid Rain"
"6412","Piranhas","Piranhado"
"6413","Spirit Walk","Jaunt"
"6414","Big Bad Voodoo","Slam Dance"
"6415","Fetish Army","Head Hunters"
"6416","Horrify","Face of Death"
"6417","Spirit Vessel","Passive"
"6418","Creeping Death","Passive"
"6419","Grave Injustice","Passive"
"6420","Jungle Fortitude","Passive"
"6421","Piranhas","Piranhado"
"6422","Haunt","Poisoned Spirit"
"6423","Horrify","Face of Death"
"6424","Summon Zombie Dogs","Final Gift"
"6425","Spirit Walk","Jaunt"
"6426","Sacrifice","Black Blood"
"6427","Spirit Vessel","Passive"
"6428","Zombie Handler","Passive"
"6429","Creeping Death","Passive"
"6430","Tribal Rites","Passive"
"6431","Haunt","Poisoned Spirit"
"6432","Locust Swarm","Pestilence"
"6433","Spirit Walk","Healing Journey"
"6434","Piranhas","Piranhado"
"6435","Soul Harvest","Siphon"
"6436","Horrify","Frightening Aspect"
"6437","Spirit Vessel","Passive"
"6438","Creeping Death","Passive"
"6439","Pierce the Veil","Passive"
"6440","Grave Injustice","Passive"
"6441","Plague of Toads","Rain of Toads"
"6442","Piranhas","Piranhado"
"6443","Horrify","Face of Death"
"6444","Haunt","Poisoned Spirit"
"6445","Summon Zombie Dogs","Rabid Dogs"
"6446","Spirit Walk","Jaunt"
"6447","Fetish Sycophants","Passive"
"6448","Midnight Feast","Passive"
"6449","Pierce the Veil","Passive"
"6450","Fierce Loyalty","Passive"
"6451","Plague of Toads","Rain of Toads"
"6452","Piranhas","Piranhado"
"6453","Spirit Walk","Jaunt"
"6454","Summon Zombie Dogs","Burning Dogs"
"6455","Big Bad Voodoo","Slam Dance"
"6456","Fetish Army","Legion of Daggers"
"6457","Fetish Sycophants","Passive"
"6458","Midnight Feast","Passive"
"6459","Spirit Vessel","Passive"
"6460","Gruesome Feast","Passive"
"6461","Haunt","Poisoned Spirit"
"6462","Locust Swarm","Pestilence"
"6463","Spirit Walk","Jaunt"
"6464","Soul Harvest","Siphon"
"6465","Piranhas","Piranhado"
"6466","Horrify","Stalker"
"6467","Gruesome Feast","Passive"
"6468","Grave Injustice","Passive"
"6469","Spirit Vessel","Passive"
"6470","Creeping Death","Passive"
"6471","Haunt","Resentful Spirits"
"6472","Locust Swarm","Pestilence"
"6473","Spirit Walk","Jaunt"
"6474","Piranhas","Piranhado"
"6475","Horrify","Face of Death"
"6476","Soul Harvest","Siphon"
"6477","Grave Injustice","Passive"
"6478","Pierce the Veil","Passive"
"6479","Creeping Death","Passive"
"6480","Spirit Vessel","Passive"
"6481","Locust Swarm","Pestilence"
"6482","Soul Harvest","Vengeful Spirit"
"6483","Horrify","Frightening Aspect"
"6484","Haunt","Resentful Spirits"
"6485","Piranhas","Piranhado"
"6486","Spirit Walk","Jaunt"
"6487","Creeping Death","Passive"
"6488","Spirit Vessel","Passive"
"6489","Gruesome Feast","Passive"
"6490","Grave Injustice","Passive"
"6491","Plague of Toads","Rain of Toads"
"6492","Big Bad Voodoo","Slam Dance"
"6493","Spirit Walk","Jaunt"
"6494","Piranhas","Piranhado"
"6495","Fetish Army","Legion of Daggers"
"6496","Summon Zombie Dogs","Leeching Beasts"
"6497","Fetish Sycophants","Passive"
"6498","Jungle Fortitude","Passive"
"6499","Pierce the Veil","Passive"
"6500","Midnight Feast","Passive"
"6501","Haunt","Piranhas"
"6502","Piranhado","Spirit Walk"
"6503","Jaunt","Soul Harvest"
"6504","Siphon","Locust Swarm"
"6505","Pestilence","Horrify"
"6506","Frightening Aspect","Creeping Death"
"6507","Grave Injustice","Passive"
"6508","Spirit Vessel","Passive"
"6509","Pierce the Veil","Passive"
"6510",NA,"Passive"
"6511","Plague of Toads","Rain of Toads"
"6512","Sacrifice","Provoke the Pack"
"6513","Spirit Walk","Jaunt"
"6514","Horrify","Face of Death"
"6515","Big Bad Voodoo","Slam Dance"
"6516","Fetish Army","Legion of Daggers"
"6517","Spirit Vessel","Passive"
"6518","Pierce the Veil","Passive"
"6519","Fetish Sycophants","Passive"
"6520","Zombie Handler","Passive"
"6521","Plague of Toads","Rain of Toads"
"6522","Haunt","Poisoned Spirit"
"6523","Big Bad Voodoo","Slam Dance"
"6524","Fetish Army","Legion of Daggers"
"6525","Gargantuan","Restless Giant"
"6526","Summon Zombie Dogs","Leeching Beasts"
"6527","Gruesome Feast","Passive"
"6528","Pierce the Veil","Passive"
"6529","Midnight Feast","Passive"
"6530","Fetish Sycophants","Passive"
"6531","Fetish Army","Legion of Daggers"
"6532","Mass Confusion","Paranoia"
"6533","Piranhas","Piranhado"
"6534","Spirit Walk","Healing Journey"
"6535","Big Bad Voodoo","Slam Dance"
"6536","Gargantuan","Wrathful Protector"
"6537","Gruesome Feast","Passive"
"6538","Pierce the Veil","Passive"
"6539","Grave Injustice","Passive"
"6540","Tribal Rites","Passive"
"6541","Poison Dart","Snake to the Face"
"6542","Mass Confusion","Paranoia"
"6543","Wall of Zombies","Wrecking Crew"
"6544","Spirit Walk","Jaunt"
"6545","Piranhas","Piranhado"
"6546","Fetish Army","Legion of Daggers"
"6547","Pierce the Veil","Passive"
"6548","Fetish Sycophants","Passive"
"6549","Spirit Vessel","Passive"
"6550","Grave Injustice","Passive"
"6551","Haunt","Poisoned Spirit"
"6552","Piranhas","Piranhado"
"6553","Horrify","Face of Death"
"6554","Spirit Walk","Jaunt"
"6555","Big Bad Voodoo","Slam Dance"
"6556","Fetish Army","Legion of Daggers"
"6557","Creeping Death","Passive"
"6558","Tribal Rites","Passive"
"6559","Spirit Vessel","Passive"
"6560","Grave Injustice","Passive"
"6561","Plague of Toads","Rain of Toads"
"6562","Fetish Army","Legion of Daggers"
"6563","Big Bad Voodoo","Slam Dance"
"6564","Spirit Walk","Jaunt"
"6565","Summon Zombie Dogs","Leeching Beasts"
"6566","Piranhas","Piranhado"
"6567","Pierce the Veil","Passive"
"6568","Fetish Sycophants","Passive"
"6569","Midnight Feast","Passive"
"6570","Spirit Vessel","Passive"
"6571","Plague of Toads","Rain of Toads"
"6572","Piranhas","Frozen Piranhas"
"6573","Fetish Army","Legion of Daggers"
"6574","Big Bad Voodoo","Slam Dance"
"6575","Spirit Walk","Jaunt"
"6576","Summon Zombie Dogs","Burning Dogs"
"6577","Gruesome Feast","Passive"
"6578","Fetish Sycophants","Passive"
"6579","Pierce the Veil","Passive"
"6580","Midnight Feast","Passive"
"6581","Haunt","Resentful Spirits"
"6582","Piranhas","Piranhado"
"6583","Spirit Walk","Jaunt"
"6584","Horrify","Face of Death"
"6585","Soul Harvest","Siphon"
"6586","Locust Swarm","Pestilence"
"6587","Jungle Fortitude","Passive"
"6588","Grave Injustice","Passive"
"6589","Spirit Vessel","Passive"
"6590","Creeping Death","Passive"
"6591","Plague of Toads","Rain of Toads"
"6592","Fetish Army","Tiki Torchers"
"6593","Spirit Walk","Healing Journey"
"6594","Piranhas","Frozen Piranhas"
"6595","Summon Zombie Dogs","Burning Dogs"
"6596","Big Bad Voodoo","Slam Dance"
"6597","Pierce the Veil","Passive"
"6598","Fierce Loyalty","Passive"
"6599","Fetish Sycophants","Passive"
"6600","Zombie Handler","Passive"
"6601","Plague of Toads","Rain of Toads"
"6602","Sacrifice","Provoke the Pack"
"6603","Summon Zombie Dogs","Final Gift"
"6604","Big Bad Voodoo","Slam Dance"
"6605","Fetish Army","Legion of Daggers"
"6606","Spirit Walk","Jaunt"
"6607","Pierce the Veil","Passive"
"6608","Fetish Sycophants","Passive"
"6609","Gruesome Feast","Passive"
"6610","Grave Injustice","Passive"
"6611","Haunt","Resentful Spirits"
"6612","Locust Swarm","Pestilence"
"6613","Piranhas","Piranhado"
"6614","Spirit Walk","Jaunt"
"6615","Horrify","Ruthless Terror"
"6616","Soul Harvest","Siphon"
"6617","Grave Injustice","Passive"
"6618","Pierce the Veil","Passive"
"6619","Spirit Vessel","Passive"
"6620","Creeping Death","Passive"
"6621","Fetish Army","Head Hunters"
"6622","Piranhas","Piranhado"
"6623","Horrify","Face of Death"
"6624","Spirit Walk","Jaunt"
"6625","Haunt","Poisoned Spirit"
"6626","Big Bad Voodoo","Slam Dance"
"6627","Creeping Death","Passive"
"6628","Spirit Vessel","Passive"
"6629","Grave Injustice","Passive"
"6630","Jungle Fortitude","Passive"
"6631","Poison Dart","Splinters"
"6632","Summon Zombie Dogs","Leeching Beasts"
"6633","Piranhas","Zombie Piranhas"
"6634","Mass Confusion","Paranoia"
"6635","Spirit Walk","Jaunt"
"6636","Fetish Army","Head Hunters"
"6637","Spirit Vessel","Passive"
"6638","Pierce the Veil","Passive"
"6639","Fetish Sycophants","Passive"
"6640","Grave Injustice","Passive"
"6641","Plague of Toads","Rain of Toads"
"6642","Piranhas","Frozen Piranhas"
"6643","Spirit Walk","Jaunt"
"6644","Big Bad Voodoo","Slam Dance"
"6645","Fetish Army","Head Hunters"
"6646","Summon Zombie Dogs","Rabid Dogs"
"6647","Zombie Handler","Passive"
"6648","Midnight Feast","Passive"
"6649","Pierce the Veil","Passive"
"6650","Fetish Sycophants","Passive"
"6651","Plague of Toads","Rain of Toads"
"6652","Piranhas","Piranhado"
"6653","Spirit Walk","Jaunt"
"6654","Summon Zombie Dogs","Burning Dogs"
"6655","Fetish Army","Legion of Daggers"
"6656","Big Bad Voodoo","Slam Dance"
"6657","Grave Injustice","Passive"
"6658","Pierce the Veil","Passive"
"6659","Fetish Sycophants","Passive"
"6660","Fierce Loyalty","Passive"
"6661","Haunt","Poisoned Spirit"
"6662","Locust Swarm","Pestilence"
"6663","Horrify","Face of Death"
"6664","Piranhas","Piranhado"
"6665","Soul Harvest","Siphon"
"6666","Spirit Walk","Honored Guest"
"6667","Grave Injustice","Passive"
"6668","Pierce the Veil","Passive"
"6669","Spirit Vessel","Passive"
"6670","Creeping Death","Passive"
"6671","Fetish Army","Legion of Daggers"
"6672","Horrify","Face of Death"
"6673","Spirit Walk","Honored Guest"
"6674","Big Bad Voodoo","Slam Dance"
"6675","Sacrifice","Provoke the Pack"
"6676","Poison Dart","Snake to the Face"
"6677","Pierce the Veil","Passive"
"6678","Fetish Sycophants","Passive"
"6679","Spirit Vessel","Passive"
"6680","Gruesome Feast","Passive"
"6681","Haunt","Resentful Spirits"
"6682","Spirit Walk","Jaunt"
"6683","Piranhas","Piranhado"
"6684","Soul Harvest","Vengeful Spirit"
"6685","Locust Swarm","Pestilence"
"6686","Summon Zombie Dogs","Leeching Beasts"
"6687","Creeping Death","Passive"
"6688","Zombie Handler","Passive"
